text	from	to	moment
Pourrais-tu m'expliquer comment aller de Nancy à ?	Nancy		
Comment fait-on pour aller de Tours à ?	Tours		
Quel est le meilleur moyen de rejoindre Angers depuis ?	Angers		
Connais-tu le chemin de Dijon à ?	Dijon		
Comment puis-je me rendre de Perpignan à ?	Perpignan		
Sais-tu comment aller de Metz à ?	Metz		
Pourrais-tu m'indiquer le chemin de Besançon à ?	Besançon		
Comment fait-on pour aller de Rouen à ?	Rouen		
Est-ce que tu peux me montrer comment aller de Reims à ?	Reims		
Connais-tu le trajet de Cannes à ?	Cannes		
Comment se rendre de Saint-Étienne à ?	Saint-Étienne		
Quel est le meilleur moyen d'aller de Brest à ?	Brest		
Comment puis-je me rendre du Havre à ?	Le Havre		
Sais-tu comment rejoindre Mulhouse depuis ?	Mulhouse		
Pourrais-tu m'expliquer comment aller de Saint-Malo à ?	Saint-Malo		
Comment je vais de Colmar à ?	Colmar		
Connais-tu le chemin d'Aix-en-Provence à ?	Aix-en-Provence		
Comment atteindre Caen depuis ?	Caen		
Est-ce compliqué d'aller de Poitiers à ?	Poitiers		
Comment se rendre de Le Mans à ?	Le Mans		
Pourrais-tu me dire comment aller de Saint-Nazaire à ?	Saint-Nazaire		
Comment fait-on pour aller d'Antibes à ?	Antibes		
Quel est le meilleur moyen de rejoindre Pau depuis ?	Pau		
Connais-tu le trajet de La Rochelle à ?	La Rochelle		
Comment puis-je me rendre de Saint-Quentin à ?	Saint-Quentin		
Sais-tu comment aller d'Angoulême à ?	Angoulême		
Pourrais-tu m'indiquer le chemin de Valence à ?	Valence		
Comment se rendre de Aurillac à ?	Aurillac		
Quel est le meilleur moyen d'aller de Chambéry à ?	Chambéry		
Comment je vais de Saint-Brieuc à ?	Saint-Brieuc		
Connais-tu le chemin de Lorient à ?	Lorient		
Est-ce compliqué d'aller d'Évreux à ?	Évreux		
Comment fait-on pour aller de Bourges à ?	Bourges		
Est-ce que tu peux me montrer comment aller de Tarbes à ?	Tarbes		
Comment se rendre de Saintes à ?	Saintes		
Pourrais-tu m'expliquer comment aller de Roanne à ?	Roanne		
Comment atteindre Auray depuis ?	Auray		
Quel est le meilleur moyen de rejoindre Le Puy-en-Velay depuis ?	Le Puy-en-Velay		
Connais-tu le trajet de Vichy à ?	Vichy		
Comment puis-je me rendre de Saint-Dizier à ?	Saint-Dizier		
Sais-tu comment aller de Mont-de-Marsan à ?	Mont-de-Marsan		
Pourrais-tu m'indiquer le chemin de Épinal à ?	Épinal		
Comment fait-on pour aller de Alençon à ?	Alençon		
Est-ce compliqué d'aller de Périgueux à ?	Périgueux		
Comment se rendre de Moulins à ?	Moulins		
Quel est le meilleur moyen d'aller de Gap à ?	Gap		
Connais-tu le chemin de Vienne à ?	Vienne		
Comment atteindre Agen depuis ?	Agen		
Pourrais-tu m'expliquer comment aller de Nevers à ?	Nevers		
Comment je vais de Laval à ?	Laval		
Est-ce que tu peux me montrer comment aller de La Roche-sur-Yon à ?	La Roche-sur-Yon		
Comment se rendre de Saint-Lô à ?	Saint-Lô		
Quel est le meilleur moyen de rejoindre Vesoul depuis ?	Vesoul		
Connais-tu le trajet de Charleville-Mézières à ?	Charleville-Mézières		
Comment puis-je me rendre de Cahors à ?	Cahors		
Sais-tu comment aller de Thionville à ?	Thionville		
Pourrais-tu m'indiquer le chemin de Évreux à ?	Évreux		
Comment fait-on pour aller de Roanne à ?	Roanne		
Est-ce compliqué d'aller de Albi à ?	Albi		
Comment se rendre de Bayonne à ?	Bayonne		
Quel est le meilleur moyen d'aller de Saint-Quentin à ?	Saint-Quentin		
Connais-tu le chemin de Montluçon à ?	Montluçon		
Comment atteindre Aurillac depuis ?	Aurillac		
Pourrais-tu m'expliquer comment aller de Le Puy-en-Velay à ?	Le Puy-en-Velay		
Comment je vais de Brive-la-Gaillarde à ?	Brive-la-Gaillarde		
Est-ce que tu peux me montrer comment aller de Lons-le-Saunier à ?	Lons-le-Saunier		
Comment se rendre de Niort à ?	Niort		
Quel est le meilleur moyen de rejoindre Guéret depuis ?	Guéret		
Connais-tu le trajet de Béziers à ?	Béziers		
Comment puis-je me rendre de Châteauroux à ?	Châteauroux		
Sais-tu comment aller de Ajaccio à ?	Ajaccio		
Pourrais-tu m'indiquer le chemin de Montbéliard à ?	Montbéliard		
Comment fait-on pour aller de Laon à ?	Laon		
Est-ce compliqué d'aller de Alès à ?	Alès		
Comment se rendre de Arras à ?	Arras		
Quel est le meilleur moyen d'aller de Chartres à ?	Chartres		
Connais-tu le chemin de Vannes à ?	Vannes		
Comment atteindre Tarare depuis ?	Tarare		
Pourrais-tu m'expliquer comment aller de Vierzon à ?	Vierzon		
Comment je vais de Avallon à ?	Avallon		
Est-ce que tu peux me montrer comment aller de Issoudun à ?	Issoudun		
Comment se rendre de Montmorillon à ?	Montmorillon		
Quel est le meilleur moyen de rejoindre Chalon-sur-Saône depuis ?	Chalon-sur-Saône		
Connais-tu le trajet de Cognac à ?	Cognac		
Comment puis-je me rendre de Étampes à ?	Étampes		
Sais-tu comment aller de Lunéville à ?	Lunéville		
Je veux me rendre à Reims.		Reims	
Comment puis-je arriver à Colmar ?		Colmar	
J'aimerais aller à Vichy.		Vichy	
Je souhaite me rendre à Saint-Nazaire.		Saint-Nazaire	
Pourriez-vous m'indiquer le chemin pour aller à Évreux ?		Évreux	
Je veux me rendre à Verdun.		Verdun	
Comment puis-je arriver à Vichy ?		Vichy	
J'aimerais aller à Sens.		Sens	
Je souhaite me rendre à Laon.		Laon	
Pourriez-vous m'indiquer le chemin pour aller à Mâcon ?		Mâcon	
Je veux me rendre à Saint-Jean-de-Luz.		Saint-Jean-de-Luz	
Comment puis-je arriver à Soissons ?		Soissons	
J'aimerais aller à Auxerre.		Auxerre	
Je souhaite me rendre à Quimperle.		Quimperle	
Pourriez-vous m'indiquer le chemin pour aller à Chalon-sur-Saône ?		Chalon-sur-Saône	
Je veux me rendre à Cholet.		Cholet	
Comment puis-je arriver à Agen ?		Agen	
J'aimerais aller à Cabourg.		Cabourg	
Je souhaite me rendre à La Garenne-Colombes.		La Garenne-Colombes	
Pourriez-vous m'indiquer le chemin pour aller à Montluçon ?		Montluçon	
Je veux me rendre à Étampes.		Étampes	
Comment puis-je arriver à Alençon ?		Alençon	
J'aimerais aller à Clamart.		Clamart	
Je souhaite me rendre à Forbach.		Forbach	
Pourriez-vous m'indiquer le chemin pour aller à Fréjus ?		Fréjus	
Je veux me rendre à Lisieux.		Lisieux	
Comment puis-je arriver à Montigny-le-Bretonneux ?		Montigny-le-Bretonneux	
J'aimerais aller à Vigneux-sur-Seine.		Vigneux-sur-Seine	
Je souhaite me rendre à Saint-Dizier.		Saint-Dizier	
Pourriez-vous m'indiquer le chemin pour aller à Albi ?		Albi	
Je veux me rendre à Montargis.		Montargis	
Comment puis-je arriver à Saint-Ouen ?		Saint-Ouen	
J'aimerais aller à Sens.		Sens	
Je souhaite me rendre à Laon.		Laon	
Pourriez-vous m'indiquer le chemin pour aller à Mâcon ?		Mâcon	
Je veux me rendre à Saint-Jean-de-Luz.		Saint-Jean-de-Luz	
Comment puis-je arriver à Soissons ?		Soissons	
J'aimerais aller à Auxerre.		Auxerre	
Je souhaite me rendre à Quimperle.		Quimperle	
Pourriez-vous m'indiquer le chemin pour aller à Chalon-sur-Saône ?		Chalon-sur-Saône	
Je veux me rendre à Cholet.		Cholet	
Comment puis-je arriver à Agen ?		Agen	
J'aimerais aller à Cabourg.		Cabourg	
Je souhaite me rendre à La Garenne-Colombes.		La Garenne-Colombes	
Pourriez-vous m'indiquer le chemin pour aller à Montluçon ?		Montluçon	
Je veux me rendre à Étampes.		Étampes	
Comment puis-je arriver à Alençon ?		Alençon	
J'aimerais aller à Clamart.		Clamart	
Je souhaite me rendre à Forbach.		Forbach	
Pourriez-vous m'indiquer le chemin pour aller à Fréjus ?		Fréjus	
Un agent secret déjouait un complot international.			
Un magicien réalisait des tours époustouflants devant une foule émerveillée.			
Un explorateur sous-marin découvrait une créature des profondeurs inconnue.			
Des scientifiques étudiaient une éclipse lunaire rare.			
Je veux me rendre à Chambéry.		Chambéry	
Comment puis-je arriver à Tarbes ?		Tarbes	
J'aimerais aller à Valence.		Valence	
Je souhaite me rendre à Biarritz.		Biarritz	
Pourriez-vous m'indiquer le chemin pour aller à Bourges ?		Bourges	
Je veux me rendre à Carcassonne.		Carcassonne	
Comment puis-je arriver à Dieppe ?		Dieppe	
J'aimerais aller à Épinal.		Épinal	
Je souhaite me rendre à Foix.		Foix	
Pourriez-vous m'indiquer le chemin pour aller à Gap ?		Gap	
Je veux me rendre à Hendaye.		Hendaye	
Comment puis-je arriver à Issoudun ?		Issoudun	
J'aimerais aller à Joigny.		Joigny	
Je souhaite me rendre à Kirrwiller.		Kirrwiller	
Pourriez-vous m'indiquer le chemin pour aller à Levallois-Perret ?		Levallois-Perret	
Je veux me rendre à Millau.		Millau	
Comment puis-je arriver à Nemours ?		Nemours	
J'aimerais aller à Orange.		Orange	
Je souhaite me rendre à Paray-le-Monial.		Paray-le-Monial	
Pourriez-vous m'indiquer le chemin pour aller à Quiberon ?		Quiberon	
Je veux me rendre à Roanne.		Roanne	
Comment puis-je arriver à Saint-Germain-en-Laye ?		Saint-Germain-en-Laye	
J'aimerais aller à Thionville.		Thionville	
Je souhaite me rendre à Uzès.		Uzès	
Pourriez-vous m'indiquer le chemin pour aller à Vernon ?		Vernon	
Je veux me rendre à Wimereux.		Wimereux	
Comment puis-je arriver à Xertigny ?		Xertigny	
J'aimerais aller à Yerres.		Yerres	
Je souhaite me rendre à Zillisheim.		Zillisheim	
Pourriez-vous m'indiquer le chemin pour aller à Ancenis ?		Ancenis	
Je veux me rendre à Béthune.		Béthune	
Comment puis-je arriver à Calvi ?		Calvi	
J'aimerais aller à Dinan.		Dinan	
Je souhaite me rendre à Eymoutiers.		Eymoutiers	
Pourriez-vous m'indiquer le chemin pour aller à Figeac ?		Figeac	
Je veux me rendre à Guingamp.		Guingamp	
Comment puis-je arriver à Hyères ?		Hyères	
J'aimerais aller à Issoire.		Issoire	
Je souhaite me rendre à Jonzac.		Jonzac	
Pourriez-vous m'indiquer le chemin pour aller à Landerneau ?		Landerneau	
Je veux me rendre à Moulins.		Moulins	
Comment puis-je arriver à Noyon ?		Noyon	
J'aimerais aller à Oléron.		Oléron	
Je souhaite me rendre à Pont-Audemer.		Pont-Audemer	
Pourriez-vous m'indiquer le chemin pour aller à Quimperlé ?		Quimperlé	
Je veux me rendre à Rambouillet.		Rambouillet	
Comment puis-je arriver à Saintes-Maries-de-la-Mer ?		Saintes-Maries-de-la-Mer	
J'aimerais aller à Tulle.		Tulle	
Je souhaite me rendre à Ussel.		Ussel	
Pourriez-vous m'indiquer le chemin pour aller à Vitré ?		Vitré	
Je veux me rendre à Aix-les-Bains.		Aix-les-Bains	
Comment puis-je arriver à Bagnères-de-Luchon ?		Bagnères-de-Luchon	
J'aimerais aller à Cognac.		Cognac	
Je souhaite me rendre à Digne-les-Bains.		Digne-les-Bains	
Pourriez-vous m'indiquer le chemin pour aller à Épinal ?		Épinal	
Je veux me rendre à Fontenay-le-Comte.		Fontenay-le-Comte	
Comment puis-je arriver à Gourdon.		Gourdon	
J'aimerais aller à Honfleur.		Honfleur	
Je souhaite me rendre à Irigny.		Irigny	
Pourriez-vous m'indiquer le chemin pour aller à Joinville.		Joinville	
Je veux me rendre à Kerlouan.		Kerlouan	
Comment puis-je arriver à Lamballe.		Lamballe	
J'aimerais aller à Mirecourt.		Mirecourt	
Je souhaite me rendre à Noirmoutier-en-l'Île.		Noirmoutier-en-l'Île	
Pourriez-vous m'indiquer le chemin pour aller à Oloron-Sainte-Marie.		Oloron-Sainte-Marie	
Je veux me rendre à Pontarlier.		Pontarlier	
Comment puis-je arriver à Quillan.		Quillan	
J'aimerais aller à Royan.		Royan	
Je souhaite me rendre à Saint-Émilion.		Saint-Émilion	
Pourriez-vous m'indiquer le chemin pour aller à Thann.		Thann	
Je veux me rendre à Uzès.		Uzès	
Comment puis-je arriver à Vaison-la-Romaine.		Vaison-la-Romaine	
J'aimerais aller à Wissembourg.		Wissembourg	
Je souhaite me rendre à Xonrupt-Longemer.		Xonrupt-Longemer	
Pourriez-vous m'indiquer le chemin pour aller à Yvetot.		Yvetot	
Je veux me rendre à Zuydcoote.		Zuydcoote	
Comment puis-je arriver à Aime.		Aime	
J'aimerais aller à Brumath.		Brumath	
Je souhaite me rendre à Castres.		Castres	
Pourriez-vous m'indiquer le chemin pour aller à Dax.		Dax	
Je veux me rendre à Erstein.		Erstein	
Comment puis-je arriver à Fougères.		Fougères	
J'aimerais aller à Guérande.		Guérande	
Je souhaite me rendre à Houlgate.		Houlgate	
Pourriez-vous m'indiquer le chemin pour aller à Illkirch-Graffenstaden.		Illkirch-Graffenstaden	
Je veux me rendre à Josselin.		Josselin	
Comment puis-je arriver à Kaysersberg.		Kaysersberg	
J'aimerais aller à Larmor-Plage.		Larmor-Plage	
Je souhaite me rendre à Molsheim.		Molsheim	
Pourriez-vous m'indiquer le chemin pour aller à Neuf-Brisach.		Neuf-Brisach	
Je veux me rendre à Ondres.		Ondres	
Comment puis-je arriver à Paimpol.		Paimpol	
J'aimerais aller à Quiberon.		Quiberon	
Je souhaite me rendre à Rochefort.		Rochefort	
Pourriez-vous m'indiquer le chemin pour aller à Sète.		Sète	
Je veux me rendre à Tournon-sur-Rhône.		Tournon-sur-Rhône	
Comment puis-je arriver à Urrugne.		Urrugne	
J'aimerais aller à Valréas.		Valréas	
Je souhaite me rendre à Wissembourg.		Wissembourg	
Pourriez-vous m'indiquer le chemin pour aller à Xertigny.		Xertigny	
Je veux me rendre à Auxerre.		Auxerre	
Comment puis-je arriver à Brive-la-Gaillarde ?		Brive-la-Gaillarde	
J'aimerais aller à Cognac.		Cognac	
Je souhaite me rendre à Dieppe.		Dieppe	
Pourriez-vous m'indiquer le chemin pour aller à Étretat ?		Étretat	
Je veux me rendre à Figeac.		Figeac	
Comment puis-je arriver à Guérande ?		Guérande	
J'aimerais aller à Honfleur.		Honfleur	
Je souhaite me rendre à Issoire.		Issoire	
Pourriez-vous m'indiquer le chemin pour aller à Josselin ?		Josselin	
Je veux me rendre à Kaysersberg.		Kaysersberg	
Comment puis-je arriver à Lourdes ?		Lourdes	
J'aimerais aller à Mende.		Mende	
Je souhaite me rendre à Nogent-sur-Seine.		Nogent-sur-Seine	
Pourriez-vous m'indiquer le chemin pour aller à Oloron-Sainte-Marie ?		Oloron-Sainte-Marie	
Je veux me rendre à Pézenas.		Pézenas	
Comment puis-je arriver à Quiberon ?		Quiberon	
J'aimerais aller à Rochefort.		Rochefort	
Je souhaite me rendre à Saint-Malo.		Saint-Malo	
Pourriez-vous m'indiquer le chemin pour aller à Thiers ?		Thiers	
Je veux me rendre à Ussel.		Ussel	
Comment puis-je arriver à Villefranche-sur-Saône ?		Villefranche-sur-Saône	
J'aimerais aller à Wissembourg.		Wissembourg	
Je souhaite me rendre à Xonrupt-Longemer.		Xonrupt-Longemer	
Pourriez-vous m'indiquer le chemin pour aller à Yvetot ?		Yvetot	
